uid,text
nIjAEHi-6HU--272,Eat other animals.
nIjAEHi-6HU--273,"column A, spinach"
nIjAEHi-6HU--274,cauliflower carrot
nIjAEHi-6HU--275,column B
nIjAEHi-6HU--276,Eat plants and plant products. Column A
nIjAEHi-6HU--277,Lions and Tigers
nIjAEHi-6HU--278,Column B
nIjAEHi-6HU--279,are vegetables.
nIjAEHi-6HU--280," Column A, herbivores Column B"
nIjAEHi-6HU--281,are all animal products.
nIjAEHi-6HU--282,Page 7.
nIjAEHi-6HU--283,4
nIjAEHi-6HU--284,Fill up the blanks with the words given.
nIjAEHi-6HU--285,herbivore
nIjAEHi-6HU--286,plant
nIjAEHi-6HU--287,"milk, sugarcane"
nIjAEHi-6HU--288,carnivore
nIjAEHi-6HU--289,A
nIjAEHi-6HU--290,Tiger is a blank because it eats only meat. Beer eats only plant products and so is called blank.
nIjAEHi-6HU--291,C. Parrot eats only
nIjAEHi-6HU--292,blank products. D
nIjAEHi-6HU--293,The blank That we drink
nIjAEHi-6HU--294," which comes from cows, buffaloes and goats is an animal product. E"
nIjAEHi-6HU--295,We get sugar from blank.
nIjAEHi-6HU--296,Suggested projects and activities. 1.
nIjAEHi-6HU--297,You must have seen a garden lizard around your home.
nIjAEHi-6HU--298," Next time, whenever you see it, observe carefully and find out what it takes for food."
nIjAEHi-6HU--299,Is the food different from that of a house lizard? Two.
nIjAEHi-6HU--300,Make a list with pictures when possible or for items generally taken by people of different regions of India.
nIjAEHi-6HU--301,Place these on a large outline map of India to display in your classroom. Tree.
nIjAEHi-6HU--302,Find out the names of plants that grow in water and which are eaten as food.
nIjAEHi-6HU--303,For
nIjAEHi-6HU--304," In Chapter 10, you will find out ways of measuring length of curved lines."
nIjAEHi-6HU--305," In your mathematics classes, you will learn to prepare bar graphs."
nIjAEHi-6HU--306," After you learn these, try the following interesting project."
nIjAEHi-6HU--307,Prepare some sprouts of moong as discussed in the chapter.
nIjAEHi-6HU--308,Wash them in water every day and drain all the water.
nIjAEHi-6HU--309,Let them grow for a week until the hole of the seeds grow into young plants.
nIjAEHi-6HU--310,Measure the lengths of the sprouts every day using a string.
nIjAEHi-6HU--311,Take care that they do not break.
nIjAEHi-6HU--312,Prepare a bar graph of the number of sprouts having lengths in different ranges. Things to think
nIjAEHi-6HU--313,Think about.
nIjAEHi-6HU--314," Does everyone around you get enough food to eat? If not, why? 2 What...?"
nIjAEHi-6HU--315,What are the ways we can think of to avoid wastage of food?
7CuBSDLjfIo--0,For class 6
7CuBSDLjfIo--1," Entitled, Science 1 This is the lesson."
7CuBSDLjfIo--2,7
7CuBSDLjfIo--3,Title
7CuBSDLjfIo--4,Getting to know plants
7CuBSDLjfIo--5,Page 52
7CuBSDLjfIo--6,Getting to know plants. Go outside and observe all the plants around you.
7CuBSDLjfIo--7,Figure 7.1
7CuBSDLjfIo--8," Do you see that some plants are small, some very big?"
7CuBSDLjfIo--9,While some are just patches of green on the soil.
7CuBSDLjfIo--10,Some have green leaves.
7CuBSDLjfIo--11,While some others have reddish ones
7CuBSDLjfIo--12,Some have huge red flowers.
7CuBSDLjfIo--13,Some have tiny blue ones.
7CuBSDLjfIo--14,while some have none.
7CuBSDLjfIo--15,We do see a variety of plants.
7CuBSDLjfIo--16,existing all around us.
7CuBSDLjfIo--17," Near our homes in the school ground, on the way to the school in the parks and gardens."
7CuBSDLjfIo--18,Is it?
7CuBSDLjfIo--19,Let us get to know.
7CuBSDLjfIo--20,the different parts of any plant.
7CuBSDLjfIo--21,This will help us understand.
7CuBSDLjfIo--22,The difference is between plants of different kinds.
7CuBSDLjfIo--23,Can you label the stem? branch
7CuBSDLjfIo--24,root
7CuBSDLjfIo--25,Leave
7CuBSDLjfIo--26,flower
7CuBSDLjfIo--27,and fruit of the plant shown in figure 7.1?
7CuBSDLjfIo--28,colour the parts of the plant.
7CuBSDLjfIo--29,Figure 7.1
7CuBSDLjfIo--30,a nature walk.
7CuBSDLjfIo--31,7.1
7CuBSDLjfIo--32,herbs
7CuBSDLjfIo--33,Shrubs
7CuBSDLjfIo--34,and trees.
7CuBSDLjfIo--35,Look closely at the stem and branches of 1
7CuBSDLjfIo--36,Plants much smaller than you?
7CuBSDLjfIo--37,2. Plants that are about your size
7CuBSDLjfIo--38,and 3.
7CuBSDLjfIo--39,Plants which are much taller than you.
7CuBSDLjfIo--40,Feel the stem and try to bend them gently.
7CuBSDLjfIo--41,to see if they are tender or hard.
7CuBSDLjfIo--42,Figure 7.2
7CuBSDLjfIo--43,Parts of a plant.
7CuBSDLjfIo--44,page 53.
7CuBSDLjfIo--45,Table 7.1 Categories
7CuBSDLjfIo--46,of plants.
7CuBSDLjfIo--47,The table is divided into different columns.
7CuBSDLjfIo--48,named as plant name
7CuBSDLjfIo--49,Column 1 height
7CuBSDLjfIo--50,Column 2 STEM
7CuBSDLjfIo--51,column 3
7CuBSDLjfIo--52,Where do the branches appear?
7CuBSDLjfIo--53,column 4
7CuBSDLjfIo--54,Column 2 is subdivided into 4 categories.
7CuBSDLjfIo--55,Green
7CuBSDLjfIo--56,Tender
7CuBSDLjfIo--57,hard
7CuBSDLjfIo--58,Column 3
7CuBSDLjfIo--59,is also subdivided into 2.
7CuBSDLjfIo--60,Add the base of the stem
7CuBSDLjfIo--61,Higher up on the stem.
7CuBSDLjfIo--62,tomato
7CuBSDLjfIo--63,"Height, Short, Green"
7CuBSDLjfIo--64,Yes. Tender
7CuBSDLjfIo--65,Yes!
7CuBSDLjfIo--66,Category of plant
7CuBSDLjfIo--67,herb
7CuBSDLjfIo--68,Mango Height
7CuBSDLjfIo--69,very tall Thick
7CuBSDLjfIo--70,Yes. Hard.
7CuBSDLjfIo--71,Yes!
7CuBSDLjfIo--72,Higher up on the stem
7CuBSDLjfIo--73,Yes!
7CuBSDLjfIo--74,Category of plant
7CuBSDLjfIo--76,Lemon
7CuBSDLjfIo--77,Height
7CuBSDLjfIo--78,about my height Hard
7CuBSDLjfIo--79,Yes.
7CuBSDLjfIo--80,at the base of the stem.
7CuBSDLjfIo--81,Yes!
7CuBSDLjfIo--82,Category of plant
7CuBSDLjfIo--83,Shrub.
7CuBSDLjfIo--84,Rest of the table is left blank for your observation. Complete it. Take care.
7CuBSDLjfIo--85,That the stem does not break.
7CuBSDLjfIo--86,Hug the tall plants to see.
7CuBSDLjfIo--87,How thick their stems are?
7CuBSDLjfIo--88,We also need to notice from where the branches grow in some plants close to the ground or higher up on the stem.
7CuBSDLjfIo--89,We will now group all the plants.
7CuBSDLjfIo--90,We observed in table 7.1.
7CuBSDLjfIo--91,Some examples are shown.
7CuBSDLjfIo--92," You can fill the columns 1, 2 and 3 for many more plants."
7CuBSDLjfIo--93,Fill column 4
7CuBSDLjfIo--94,Later after studying the section.
7CuBSDLjfIo--95," Based on these characters, most plants can be classified into three categories."
7CuBSDLjfIo--96,herbs
7CuBSDLjfIo--97,Shubs
7CuBSDLjfIo--98,and trees.
7CuBSDLjfIo--99,an example of each.
7CuBSDLjfIo--100,is shown in figure 7.3.
7CuBSDLjfIo--101,Suggestion Student can work
7CuBSDLjfIo--102,in groups of 4 to 5
7CuBSDLjfIo--103,so that a minimum number of plants are harmed or damaged.
7CuBSDLjfIo--104,you may also use weeds
7CuBSDLjfIo--105,With soft stems for the activities. Do you know?
7CuBSDLjfIo--106,What weeds are?
7CuBSDLjfIo--107,"in crop fields, lawns or pots"
7CuBSDLjfIo--108,Often some unwanted plants or weeds start growing.
7CuBSDLjfIo--109,Have you seen farmers?
7CuBSDLjfIo--110,Removing these weeds.
7CuBSDLjfIo--111,from their fields
7CuBSDLjfIo--112,figure 7.3A
7CuBSDLjfIo--113,shows herb
7CuBSDLjfIo--114,figure B
7CuBSDLjfIo--115,shows shrub
7CuBSDLjfIo--116,and figure C shows a tree.
7CuBSDLjfIo--117,page 54
7CuBSDLjfIo--118,Plants with green and tender stems
7CuBSDLjfIo--119,are called herbs.
7CuBSDLjfIo--120,They are usually short.
7CuBSDLjfIo--121,and may not have many branches.
7CuBSDLjfIo--122,Figure 7.3A
7CuBSDLjfIo--123,Some plants develop branches.
7CuBSDLjfIo--124,Near the base of stem.
7CuBSDLjfIo--125,The stem is hard but not very thick.
7CuBSDLjfIo--126,Such plants are called...
7CuBSDLjfIo--127,Shrubs
7CuBSDLjfIo--128,7.3B
7CuBSDLjfIo--129,Some plants are very tall.
7CuBSDLjfIo--130,and have hard and thick stem.
7CuBSDLjfIo--131,The stems have branches in the upper part much above the ground.
7CuBSDLjfIo--132,Such plants are called trees.
7CuBSDLjfIo--133,Figure 7.3C
7CuBSDLjfIo--134,Based on the above characteristics.
7CuBSDLjfIo--135,Can you know classified?
7CuBSDLjfIo--136,The plants listed by you and complete column 4 in the table.
7CuBSDLjfIo--137,7.1
7CuBSDLjfIo--138,Paheli Wonders
7CuBSDLjfIo--139,What kind of stem? The money plant.
7CuBSDLjfIo--141,Beanstalk
7CuBSDLjfIo--142,gourd plants
7CuBSDLjfIo--143,and grape vines have
7CuBSDLjfIo--144,Do observe some of these plants.
7CuBSDLjfIo--145," How are these different from a herb, a shrub or a tree?"
7CuBSDLjfIo--146,Why do you think?
7CuBSDLjfIo--147,Some of them need support.
7CuBSDLjfIo--148,to climb upwards
7CuBSDLjfIo--149,Plants with weak stems
7CuBSDLjfIo--150,That cannot stand upright.
7CuBSDLjfIo--151,but spread on the ground.
7CuBSDLjfIo--152,are called creepers.
7CuBSDLjfIo--153,Figur 7.4
7CuBSDLjfIo--154,while those take support
7CuBSDLjfIo--155,and climb up
7CuBSDLjfIo--156,are called climbers.
7CuBSDLjfIo--157,Figure 7.5.
7CuBSDLjfIo--158,"these are different from herbs, shurbs "
7CuBSDLjfIo--159,and trees.
7CuBSDLjfIo--160,Perhaps there are some plants in your school or at home.
7CuBSDLjfIo--161,that you take care of.
7CuBSDLjfIo--162,Write down the names of any two trees.
7CuBSDLjfIo--163,Shubs
7CuBSDLjfIo--164,herbs
7CuBSDLjfIo--165,or creepers growing in your house or school.
7CuBSDLjfIo--166,Figure 7.4
7CuBSDLjfIo--167,Creepers
7CuBSDLjfIo--168,Figure 7.5
7CuBSDLjfIo--169,shows climbers
7CuBSDLjfIo--170,7.2
7CuBSDLjfIo--171,STEM Observe closely
7CuBSDLjfIo--172,The stems of different plants around you.
7CuBSDLjfIo--173," Note down, different structures or parts."
7CuBSDLjfIo--174,Born by the stem.
7CuBSDLjfIo--175,Compare your observations
7CuBSDLjfIo--176,With that of your friends?
7CuBSDLjfIo--177,What do you find?
7CuBSDLjfIo--178,stems bear leaves
7CuBSDLjfIo--179,branches
7CuBSDLjfIo--180,But...
7CuBSDLjfIo--181,flowers and fruits. activity 2
7CuBSDLjfIo--183,We would require a glass.
7CuBSDLjfIo--184,Water
7CuBSDLjfIo--185,Red or Blue ink
7CuBSDLjfIo--186,and a soft stem.
7CuBSDLjfIo--187,Pour water to fill one third of the glass.
7CuBSDLjfIo--188,Add a few drops of red or blue ink to the water.
7CuBSDLjfIo--189,Cut the beast of the stem and put it in the glass.
7CuBSDLjfIo--190,as shown in figure 7.6
7CuBSDLjfIo--191,Observe the setup.
7CuBSDLjfIo--192,Does the colour appear in the stem?
7CuBSDLjfIo--193,You will find that
7CuBSDLjfIo--194,The color rises in the stem.
7CuBSDLjfIo--195," If this is kept for a longer period,"
7CuBSDLjfIo--196,the color appears in the viens of the leaves also
7CuBSDLjfIo--197,How do you think?
7CuBSDLjfIo--198,the color reached there?
7CuBSDLjfIo--199,Page 55
7CuBSDLjfIo--200,From this activity.
7CuBSDLjfIo--201,We see that.
7CuBSDLjfIo--202,The stem helps in upward movement of water.
7CuBSDLjfIo--203,The water and minerals
7CuBSDLjfIo--204,Go to leaves and other plant parts attached to the stem.
7CuBSDLjfIo--205," Figure 7.6 shows, stem in a glass with coloured water."
7CuBSDLjfIo--206,Figure 7.7A shows.
7CuBSDLjfIo--207,Water moves up the stem
7CuBSDLjfIo--208,and reaches leaves.
7CuBSDLjfIo--209,Figure 7.7B
7CuBSDLjfIo--210,Shows
7CuBSDLjfIo--211,A large view of open and off stem.
7CuBSDLjfIo--212,7.3
7CuBSDLjfIo--213,Leaf
7CuBSDLjfIo--214,Observe the leaves of some plants around
7CuBSDLjfIo--216,and draw them in your notebook.
7CuBSDLjfIo--217,Are all the leaves of same size?
7CuBSDLjfIo--218,shape and colour
7CuBSDLjfIo--219,How all leaves attached to the stem?
7CuBSDLjfIo--220,the part of leaf.
7CuBSDLjfIo--221," By which it is attached to the stem,"
7CuBSDLjfIo--222,is called petiole
7CuBSDLjfIo--223,The broad
7CuBSDLjfIo--224,Green part of the leaf.
7CuBSDLjfIo--225,is called Lemina.
7CuBSDLjfIo--226,Figure 7.8
7CuBSDLjfIo--227,can you identify
7CuBSDLjfIo--228,These parts of the leaves in plants around you?
7CuBSDLjfIo--229,Do all the leaves have petioles?
7CuBSDLjfIo--230,Let us get to know the leaf better by taking its impression.
7CuBSDLjfIo--231,If you thought that leaves cannot sign...
7CuBSDLjfIo--232,Here is an activity which will make you think again.
7CuBSDLjfIo--233,Figure 7.8 chose.
7CuBSDLjfIo--234," Different parts of leaf, lamina, stem and petiole."
7CuBSDLjfIo--235,Activity 3
7CuBSDLjfIo--236,Put a leaf under a wide sheet of paper
7CuBSDLjfIo--237,or a sheet in your notebook.
7CuBSDLjfIo--238,Hold it in place as shown in figure 7.9.
7CuBSDLjfIo--239,Hold your pencil tip sideways and rub it on the portion of the paper having the leaf below it.
7CuBSDLjfIo--240,Did you get an impression with some lines in it?
7CuBSDLjfIo--241,Are they similar to those on the leaf?
7CuBSDLjfIo--242,These lines on the leaf.
7CuBSDLjfIo--243,are called veins
7CuBSDLjfIo--244,Do you see a prominent line?
7CuBSDLjfIo--245,in the middle of the leaf.
7CuBSDLjfIo--246,This is called the mid-rib.
7CuBSDLjfIo--247,The design made by veins in a leaf is called
7CuBSDLjfIo--248,Leave Venatian
7CuBSDLjfIo--249,If this design is net like on both sides of mid-rib
7CuBSDLjfIo--250,the venation is reticulate
7CuBSDLjfIo--251,Figure 7.10A
7CuBSDLjfIo--252,in the leaves of grass.
7CuBSDLjfIo--253,You might have seen that the veins are parallel to one another.
7CuBSDLjfIo--254,Thank you.
7CuBSDLjfIo--255,This is Parallel Venetian.
7CuBSDLjfIo--256,Figure 7.10B
7CuBSDLjfIo--257,Observe the Venatian in as many leaves as you can without removing them from the plant.
7CuBSDLjfIo--258,and
7CuBSDLjfIo--259,Right names of some plants having reticulate and parallel venation.
7CuBSDLjfIo--260,Shall we now find out some of the functions of a leaf?
7CuBSDLjfIo--261,Figure 7.9 Shows
7CuBSDLjfIo--262,Taking an impression of a leaf
7CuBSDLjfIo--263,Page 56
7CuBSDLjfIo--264,Figure 7.10
7CuBSDLjfIo--265,leaf venation figure A
7CuBSDLjfIo--266,reticulate
7CuBSDLjfIo--267,and Figuer B parallel.
d5Lx_5-UiHY--0," Alright then, let's go."
d5Lx_5-UiHY--1,class 5 title
d5Lx_5-UiHY--2,math magic 5
d5Lx_5-UiHY--3,Chapter 13.
d5Lx_5-UiHY--4,Ways to multiply and divide.
d5Lx_5-UiHY--5,page 183
d5Lx_5-UiHY--6,Practice Time.
d5Lx_5-UiHY--7," 576 books are to be packed in boxes. If one box has 24 books, how many boxes are needed?"
d5Lx_5-UiHY--9,836 people are watching a movie in a hall.
d5Lx_5-UiHY--10," If the hall has 44 rows,"
d5Lx_5-UiHY--11,How many people can sit in one row?
d5Lx_5-UiHY--12,a Gardner bought 458 apple trees.
d5Lx_5-UiHY--13,He wants to plant 15 trees in each row.
d5Lx_5-UiHY--14,How many rows can he plant?
d5Lx_5-UiHY--15,How many trees would be left over?
d5Lx_5-UiHY--16,Brain teaser
d5Lx_5-UiHY--17,Shumly bought a battery. She read on it.
d5Lx_5-UiHY--18,Life 2000 hours
d5Lx_5-UiHY--19,She uses it throughout the day and the night.
d5Lx_5-UiHY--20,How many days will the battery run?
d5Lx_5-UiHY--21,more with multiplication and division.
d5Lx_5-UiHY--22,A tank is full of 300 liters of water.
d5Lx_5-UiHY--23,How much water will be filled in 25 tanks?
d5Lx_5-UiHY--24,you
d5Lx_5-UiHY--25," If 15 buckets can be filled with one tank of water,"
d5Lx_5-UiHY--27,How many buckets in all can be filled with the water in 25 tanks?
d5Lx_5-UiHY--29,There are 28 Ladoos in 1kg.
d5Lx_5-UiHY--30,How many laddoos will be there in 12 kg?
d5Lx_5-UiHY--31," If 16 Ladoos can be packed in one box,"
d5Lx_5-UiHY--32,How many boxes are needed to pack?
d5Lx_5-UiHY--33,all these laddoos.
d5Lx_5-UiHY--34,There are 26 rooms in a school
d5Lx_5-UiHY--35,Each room has four plants.
d5Lx_5-UiHY--37," If each plant needs two cups of water,"
d5Lx_5-UiHY--39,How much water do we need for all the plants?
d5Lx_5-UiHY--41,Page 184
d5Lx_5-UiHY--42,Make the best story problem.
d5Lx_5-UiHY--43,Each line gives a story.
d5Lx_5-UiHY--44," You have to choose the question, which makes the best story problem."
d5Lx_5-UiHY--45,The first one is already marked. One
d5Lx_5-UiHY--46,A shopkeeper has 50 boxes.
d5Lx_5-UiHY--47,There are 48 fruits in one box.
d5Lx_5-UiHY--48,Take the one question which matches with the given problem. A.
d5Lx_5-UiHY--49,How much will the shopkeeper pay in all? B
d5Lx_5-UiHY--50,How many fruits are there in all? C
d5Lx_5-UiHY--51,How many more boxes will he need?
d5Lx_5-UiHY--52,Explain why A and C are not good choices.
d5Lx_5-UiHY--53,and we know that B is already the ticked choice. 2
d5Lx_5-UiHY--54,352 children from a school went on a camping trip.
d5Lx_5-UiHY--55,Each tent had a group of four children. Hey!
d5Lx_5-UiHY--56,How many children did each tent have? B
d5Lx_5-UiHY--57,How many tents do they need? C
d5Lx_5-UiHY--58,how many children in all are in the school
d5Lx_5-UiHY--59,Take the one question which matches with the given problem. 3
d5Lx_5-UiHY--60,A shopkeeper has 204 eggs.
d5Lx_5-UiHY--62,It puts them in egg trays.
d5Lx_5-UiHY--63,Each tray has 12 eggs. A
d5Lx_5-UiHY--64,How many more eggs will he need? B
d5Lx_5-UiHY--65,How many fresh eggs does he sell? C C
d5Lx_5-UiHY--66,How many egg trays does he need?
d5Lx_5-UiHY--67,Take the one question which matches with the given problem.
d5Lx_5-UiHY--68,for the teacher.
d5Lx_5-UiHY--69,Such exercises will help children understand the strategies to make questions related to the concepts of division and multiplication.
d5Lx_5-UiHY--70,page 185.
d5Lx_5-UiHY--71,The cost of one book is Rs. 47.
d5Lx_5-UiHY--72,Sonu buys 23 books. A
d5Lx_5-UiHY--73,How much money does she have? B.
d5Lx_5-UiHY--74,How much money does she pay for the books? C
d5Lx_5-UiHY--75,What is the cost of 47 books?
d5Lx_5-UiHY--76,Take the one question which matches with the given problem.
d5Lx_5-UiHY--77,Cross check for Hari Sharan.
d5Lx_5-UiHY--78,Hari Sharan wanted to divide rupees 2456.
d5Lx_5-UiHY--79,amongst his four sons.
d5Lx_5-UiHY--80,He asked his eldest son to tell him how much money each one will get.
d5Lx_5-UiHY--81,On the left side we see a picture of Hari Sharan with all his four sons.
d5Lx_5-UiHY--83," On the right side, a little head on the page, we see the eldest son giving him the answer."
d5Lx_5-UiHY--84," Papa, each of us will get."
d5Lx_5-UiHY--85,2456 divided by 4.
d5Lx_5-UiHY--86,is equal to Rupi's 624.
d5Lx_5-UiHY--88," When Hari Sharan started giving Rupi 624 to each son,"
d5Lx_5-UiHY--89,He was left with less money for the youngest one.
d5Lx_5-UiHY--90,Harisharun told his eldest son.
d5Lx_5-UiHY--91,It seems you have made some mistake in the calculations.
d5Lx_5-UiHY--92,Let me check.
d5Lx_5-UiHY--93,Hari Sharan multiplied 624 with 4.
d5Lx_5-UiHY--94,He got rupees 2496. He Basically
d5Lx_5-UiHY--95,This shows you have done the division wrong.
d5Lx_5-UiHY--96,The sun did the division again.
d5Lx_5-UiHY--97,2456 divided by 4.
d5Lx_5-UiHY--98,is equal to 614.
d5Lx_5-UiHY--99," Before telling his father, he checked on his own."
d5Lx_5-UiHY--100,614 multiplied by 4 is equal to
d5Lx_5-UiHY--101,2456
d5Lx_5-UiHY--102,Now it is correct.
d5Lx_5-UiHY--103,Each one will get Rupi's 614.
d5Lx_5-UiHY--104,Page 186
d5Lx_5-UiHY--105,Practice time. 1 1
d5Lx_5-UiHY--106,Do these divisions.
d5Lx_5-UiHY--107,Check your results by multiplication.
d5Lx_5-UiHY--108,A
d5Lx_5-UiHY--109,438 divided by 9. B
d5Lx_5-UiHY--110,3480 divided by 12. 3480 divided by 12. 3480 divided by 12.
d5Lx_5-UiHY--111,450 divided by 7.
d5Lx_5-UiHY--112,D
d5Lx_5-UiHY--113,900 divided by 10.
d5Lx_5-UiHY--114,E
d5Lx_5-UiHY--115,678 divided by 6. if
d5Lx_5-UiHY--116,2475 divided by 11 2
d5Lx_5-UiHY--117,Solve the given sums and color the answers in the grid given below.
d5Lx_5-UiHY--118,See what you find. The sums are….
d5Lx_5-UiHY--119," 21 multiplied by 16, 26 multiplied by 26,"
d5Lx_5-UiHY--121,85 multiplied by 30
d5Lx_5-UiHY--122,432 divided by 18.
d5Lx_5-UiHY--123,288 divided by 4.
d5Lx_5-UiHY--124,15 multiplied by 7.
d5Lx_5-UiHY--125,77 multiplied by 10.
d5Lx_5-UiHY--127,64 multiplied by 42.
d5Lx_5-UiHY--129,729 divided by 9.
d5Lx_5-UiHY--130,869 divided by 11.
d5Lx_5-UiHY--131,93 multiplied by 2
d5Lx_5-UiHY--132,50 multiplied by 10.
d5Lx_5-UiHY--133,3200 divided by 40.
d5Lx_5-UiHY--134,825 divided by 5.
d5Lx_5-UiHY--135,847 divided by 7.
d5Lx_5-UiHY--136,17 multiplied by 5.
d5Lx_5-UiHY--137,11 multiplied by 11
d5Lx_5-UiHY--138,19 multiplied by 3
d5Lx_5-UiHY--139,221 divided by 13 900
d5Lx_5-UiHY--140,81 divided by 3.
d5Lx_5-UiHY--141,10 multiplied by 10.
d5Lx_5-UiHY--142,59 multiplied by 7.
d5Lx_5-UiHY--143,248 divided by 8.
d5Lx_5-UiHY--144,576 divided by 12.
d5Lx_5-UiHY--145,475 divided by 19.
d5Lx_5-UiHY--146,and 31 multiplied by 19.
d5Lx_5-UiHY--147,Observe carefully the grade given below.
d5Lx_5-UiHY--148," Match your answers and then, color them in the grid."
d5Lx_5-UiHY--149,521
dht7S24Zauk--0,Activity 4
dht7S24Zauk--1,"we will require a herb, two trans..."
dht7S24Zauk--2,...parent polythene bags
dht7S24Zauk--3,and thread.
dht7S24Zauk--4,Do this activity during daytime on a sunny day.
dht7S24Zauk--5,Use a healthy well-watered plant that has been growing in the sun.
dht7S24Zauk--6,and close a leafy branch of the plant.
dht7S24Zauk--7,in a polythene cover.
dht7S24Zauk--8,and tie up its mouth.
dht7S24Zauk--9,as shown in figure 7.11.
dht7S24Zauk--10,Tie up the mouth of another empty polythene cover.
dht7S24Zauk--11,and keep it also in the sun.
dht7S24Zauk--12,After a few hours
dht7S24Zauk--13,Observe the inner surface of the covers
dht7S24Zauk--14,What do you see?
dht7S24Zauk--15,Are there any droplets of water?
dht7S24Zauk--16,How do you think they got there?
dht7S24Zauk--17,Don't forget to remove the polythene bag.
dht7S24Zauk--18,after the activity.
dht7S24Zauk--19,Water comes out of leaves.
dht7S24Zauk--20,...in the form of vapour...
dht7S24Zauk--21,by a process called transpiration.
dht7S24Zauk--22,Plants release a lot of water into the air.
dht7S24Zauk--23,Through this process.
dht7S24Zauk--24,Why do we tie a cover around the leaves?
dht7S24Zauk--25,Would we have seen?
dht7S24Zauk--26,The water evaporate if we had not tied a polythene cover.
dht7S24Zauk--27,What makes the water appear on the polythene bag?
dht7S24Zauk--28,In Chapter 5 we noticed water changing into different forms in some of our activities.
dht7S24Zauk--29,Can you think of these and name the process that makes?
dht7S24Zauk--30,What are the drops appear on the polythene cover?
dht7S24Zauk--31,Leaves also have another function. Let us study this.
dht7S24Zauk--32,Figure 7.11
dht7S24Zauk--33,What does the leaf do?
dht7S24Zauk--34,Activity 5
dht7S24Zauk--35,We will require a leaf
dht7S24Zauk--36,Spirit
dht7S24Zauk--37,a beaker
dht7S24Zauk--38,test tube
dht7S24Zauk--39,burner water
dht7S24Zauk--40,a watch glass
dht7S24Zauk--41,and iodine solution for this activity.
dht7S24Zauk--42,Take a leaf in a test tube
dht7S24Zauk--43,and pour spirit
dht7S24Zauk--44,to completely immerse the leaf.
dht7S24Zauk--45,Figure 7.12 shows what does the leaf contain.
dht7S24Zauk--46,Page 57.
dht7S24Zauk--47,Note
dht7S24Zauk--48,Since the activity involves...
dht7S24Zauk--49,the use of spirit and heating.
dht7S24Zauk--50,It is advised that it is demonstrated by the teacher in the class.
dht7S24Zauk--51,Now place the test
dht7S24Zauk--52,tube in a beaker
dht7S24Zauk--53,half filled with water
dht7S24Zauk--54,Heat the beaker till all the green colour from the leaf comes out into the spirit in the test tube.
dht7S24Zauk--55,Take out the leaf carefully.
dht7S24Zauk--56,and wash it in water.
dht7S24Zauk--57,Place it on a watch glass.
dht7S24Zauk--58,and pour some iodine solution over it.
dht7S24Zauk--59,Figure 7.12
dht7S24Zauk--60,What do you observe?
dht7S24Zauk--61,Compare your observations with those done in chapter.
dht7S24Zauk--62,2
dht7S24Zauk--63,when you tested food
dht7S24Zauk--64,for presents of different nutrients.
dht7S24Zauk--65,Does this mean that the leaf has...
dht7S24Zauk--66,starch in it
dht7S24Zauk--67," In chapter 2, we saw that"
dht7S24Zauk--68,A slice of raw potato also shows the presence of starch.
dht7S24Zauk--69,But at those get this touch.
dht7S24Zauk--70,from their leaves and store it.
dht7S24Zauk--71,Leaves prepare their food
dht7S24Zauk--72,in the presence of sunlight.
dht7S24Zauk--73,and a green colored substance present in them.
dht7S24Zauk--74," For this, they also use water."
dht7S24Zauk--75,and carbon dioxide.
dht7S24Zauk--76,This process is called photosynthesis. This process is called photosynthesis.
dht7S24Zauk--77,Oxygen is given out in this process.
dht7S24Zauk--78,The food prepared by leaves ultimately
dht7S24Zauk--79,Get stored in different parts of plant.
dht7S24Zauk--80,We have seen
dht7S24Zauk--81,that the stem supplies leaf with water.
dht7S24Zauk--82,The leaf uses the water to make food.
dht7S24Zauk--83,Thank you.
dht7S24Zauk--84,the leaves also lose water through transpiration.
dht7S24Zauk--85,How do they stem and leaves get water?
dht7S24Zauk--86,that is where the roots come in.
dht7S24Zauk--87,7.4
dht7S24Zauk--88,root
dht7S24Zauk--89,Look at figures 7.13.
dht7S24Zauk--90,Who do you think is watering their plant correctly?
dht7S24Zauk--91,"Paheli or Bhujo, why?"
dht7S24Zauk--92,which part of the plant is in the soil.
dht7S24Zauk--93,Let us learn more about this part from the following activities.
dht7S24Zauk--94," Figure 7.13, watering the plants."
dht7S24Zauk--95,Activity 6
dht7S24Zauk--96,You would require...
dht7S24Zauk--97,two pots
dht7S24Zauk--98,some soil
dht7S24Zauk--99,Khurpey for digging
dht7S24Zauk--100,Blade or a pair of scissors
dht7S24Zauk--101,and water.
dht7S24Zauk--102,This activity is to be done in groups of four or five students.
dht7S24Zauk--103,Select two plants of the same kind.
dht7S24Zauk--104,From an open ground
dht7S24Zauk--105,and dig them out with roots.
dht7S24Zauk--106,Take care that their roots do not break.
dht7S24Zauk--107,Thank you.
dht7S24Zauk--108,Plant one of them in pot E.
dht7S24Zauk--109,As shown in figure 7.14
dht7S24Zauk--110,A
dht7S24Zauk--111,Cut off the roots from the other plant.
dht7S24Zauk--112,and plant it in pot B.
dht7S24Zauk--113,as shown in figure 7.14b.
dht7S24Zauk--114,Figure 7.14A plant with roots and figure 7.14B without roots.
dht7S24Zauk--115,page 58.
dht7S24Zauk--116,Water them regularly.
dht7S24Zauk--117,Observe the plants after a week.
dht7S24Zauk--118,are both plants healthy
